title,angajator,domeniu,tip_job,nivel_job,orase,actualizat_la,remote_work
INTERNSHIP@BRD,Entry Level Jobs in TOP Companies - Hipo.ro,"['Banci', 'Internship', 'IT Software']",full-time ,Student/Absolvent,['BUCURESTI'],09.04.2024,  On-site
Sef tura expeditie – Falticeni - SV,ABC Human Capital,['Achizitii - Logistica - Aprovizionare'],full-time ,0 - 1 an experienta,['Suceava'],09.04.2024,  On-site
People Services Intern - Uipath,Entry Level Jobs in TOP Companies - Hipo.ro,"['Internship', 'Human Resources - Psychology']",full-time,Student/Graduate,['BUCHAREST'],09.04.2024,  Hybrid 
Asistent executiv – remote,ABC Human Capital,['Inginerie'],full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  Remote 
Community Intern - Uipath,Entry Level Jobs in TOP Companies - Hipo.ro,"['Internship', 'Marketing', 'Advertising']",full-time,Student/Graduate,['BUCHAREST'],09.04.2024,  On-site
Cyber Security Intern (June 2024) - Honeywell,Entry Level Jobs in TOP Companies - Hipo.ro,"['Internship', 'IT Software']",full-time,Student/Graduate,['BUCHAREST'],09.04.2024,  Hybrid 
.NET Developer,Euro-Testing Software Solutions,"['Banks - Financial Institutions', 'IT Software']",full-time,1 - 5 years of experience,"['Alt oras', ' BUCHAREST']",09.04.2024,  Hybrid 
STAGII@BRD,Entry Level Jobs in TOP Companies - Hipo.ro,"['Asigurari - Intermedieri financiare', 'Banci', 'Internship']",stagiu de practica ,Student/Absolvent,['BUCURESTI'],09.04.2024,  On-site
Internship - Tax Department - EDP Renewables,Entry Level Jobs in TOP Companies - Hipo.ro,"['Insurances - Financial Intermediaries', 'Accounting - Finance', 'Internship']",part-time,Student/Graduate,['BUCHAREST'],09.04.2024,  On-site
Software Development Internship 2024 - Red To Blue,Entry Level Jobs in TOP Companies - Hipo.ro,"['Internship', 'IT Software']",full-time,Student/Graduate,['Cluj Napoca'],09.04.2024,  Hybrid 
Supply Chain Management Internship - Emerson,Entry Level Jobs in TOP Companies - Hipo.ro,"['Acquisitions - Logistics - Supplies', 'Internship']",full-time,Student/Graduate,['Cluj Napoca'],09.04.2024,  On-site
IBM Internship – Project Management Officer,Entry Level Jobs in TOP Companies - Hipo.ro,"['Engineering', 'Internship', 'IT Software']",full-time,Student/Graduate,['BUCHAREST'],09.04.2024,  On-site
DevOps Engineer Intern - Grid Dynamics,Entry Level Jobs in TOP Companies - Hipo.ro,"['Internship', 'IT Software', 'Telecommunication']",full-time,Student/Graduate,['BUCHAREST'],09.04.2024,  On-site
Customer Support with French & English-Insurance market,TELUS International,['Customer Support - Client Service'],part-time,0 - 1 years of experience,['BUCHAREST'],09.04.2024,  On-site
Java Parameter Intern - ADP,Entry Level Jobs in TOP Companies - Hipo.ro,"['Internship', 'IT Software']",full-time,Student/Graduate,['BUCHAREST'],09.04.2024,  On-site
"Intern - UNHCR, the UN Refugee Agency ",Entry Level Jobs in TOP Companies - Hipo.ro,['Internship'],full-time,Student/Graduate,['Constanta'],09.04.2024,  On-site
Experienced Technical Support Professional with German (hybrid),Honeywell,"['IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  Hybrid 
Early Career Programme - European Investment Fund (EIF),Entry Level Jobs in TOP Companies - Hipo.ro,"['Banci', 'Inginerie', 'Internship']",full-time ,Student/Absolvent,['Strainatate'],09.04.2024,  On-site
Graduate – based in Luxembourg - European Investment Bank (EIB),Entry Level Jobs in TOP Companies - Hipo.ro,['Banks - Financial Institutions'],full-time,Student/Graduate,['Abroad'],09.04.2024,  On-site
Research Internship - Matter Labs,Entry Level Jobs in TOP Companies - Hipo.ro,"['Engineering', 'Internship']",full-time,Student/Graduate,['Abroad'],09.04.2024,  On-site
Angajam Operator cântar,Randstad România,['Constructii'],full-time ,0 - 1 an experienta,['Oradea'],09.04.2024,  On-site
Remote Internship PHP/Node.JS - Neurony,Entry Level Jobs in TOP Companies - Hipo.ro,"['Internship', 'IT Hardware', 'IT Software']",full-time,Student/Graduate,"['BUCHAREST', ' Cluj Napoca', ' Timisoara']",09.04.2024,  Remote 
Stagii de Practică - Universitatea din Pitești - SEGULA Technologies,Entry Level Jobs in TOP Companies - Hipo.ro,"['Inginerie', 'Internship', 'IT Hardware']",stagiu de practica ,Student/Absolvent,['Pitesti'],09.04.2024,  On-site
Stagii de Practică - Universitatea Transilvania din Brașov - SEGULA Technologies,Entry Level Jobs in TOP Companies - Hipo.ro,"['Inginerie', 'Internship', 'IT Hardware']",stagiu de practica ,Student/Absolvent,['Brasov'],09.04.2024,  On-site
Stagii de Practică - Universitatea Politehnică din București - SEGULA Technologies,Entry Level Jobs in TOP Companies - Hipo.ro,"['Inginerie', 'Internship', 'IT Hardware']",stagiu de practica ,Student/Absolvent,['BUCURESTI'],09.04.2024,  On-site
Angajam Montator Ascensoare - Bucuresti,Professional,"['Achizitii - Logistica - Aprovizionare', 'Controlul calitatii', 'Productie']",full-time ,0 - 1 an experienta,"['BUCURESTI', ' Ilfov']",09.04.2024,  On-site
Manipulant Marfa - Boldesti-Scaeni,Professional,['Achizitii - Logistica - Aprovizionare'],full-time ,0 - 1 an experienta,"['Boldesti-Scaieni', ' Ploiesti']",09.04.2024,  On-site
Sofer Marfa Cat. B - Depozit Anvelope,Professional,"['Achizitii - Logistica - Aprovizionare', 'Transporturi', 'Vanzari']",full-time ,0 - 1 an experienta,"['BUCURESTI', ' Ilfov']",09.04.2024,  On-site
Manipulant marfa - Depozit Anvelope (Voluntari),Professional,"['Achizitii - Logistica - Aprovizionare', 'Productie']",full-time ,0 - 1 an experienta,"['BUCURESTI', ' Voluntari']",09.04.2024,  On-site
"Vulcanizator Auto ( Bucuresti, Constanta )",Professional,['Achizitii - Logistica - Aprovizionare'],full-time ,0 - 1 an experienta,"['BUCURESTI', ' Constanta', ' Ilfov']",09.04.2024,  On-site
Angajam Electrician statie GPL,Professional,"['Achizitii - Logistica - Aprovizionare', 'Controlul calitatii']",full-time ,0 - 1 an experienta,"['Brazi', ' Ploiesti', ' Timisoara']",09.04.2024,  On-site
"Agent de vanzari D2D ( Targu Jiu, Tecuci )",Professional,"['Retail - Comert', 'Vanzari']",full-time ,0 - 1 an experienta,"['Targu Jiu', ' Tecuci']",09.04.2024,  On-site
Angajam Operator Imbuteliator GPL,Professional,"['Achizitii - Logistica - Aprovizionare', 'Controlul calitatii', 'Productie']",full-time ,0 - 1 an experienta,['Timisoara'],09.04.2024,  On-site
Manipulant marfa - Depozit Anvelope ( Chiajna ),Professional,"['Achizitii - Logistica - Aprovizionare', 'Productie']",full-time ,0 - 1 an experienta,"['BUCURESTI', ' Ilfov']",09.04.2024,  On-site
Operator Date pe Teren,Professional,"['Retail - Comert', 'Vanzari']",full-time ,0 - 1 an experienta,"['Bacau', ' Timisoara', ' Zalau']",09.04.2024,  On-site
Reprezentant Vanzari Telecomunicatii,Professional,"['Retail - Comert', 'Vanzari']",full-time ,0 - 1 an experienta,"['Arad', ' Bacau', ' Galati']",09.04.2024,  On-site
Manipulant Marfa - Chiajna,Professional,['Achizitii - Logistica - Aprovizionare'],full-time ,0 - 1 an experienta,"['BUCURESTI', ' Ilfov']",09.04.2024,  On-site
Account Manager - Back Office,Professional,"['Altele', 'Banci']",full-time ,1 - 5 ani experienta,"['Alt oras', ' BUCURESTI']",09.04.2024,  On-site
Team Leader Beauty- Drobeta Turnu Severin,Teamland,"['Achizitii - Logistica - Aprovizionare', 'Retail - Comert', 'Vanzari']",full-time ,0 - 1 an experienta,['Drobeta Turnu-Severin'],09.04.2024,  On-site
Director Magazin Beauty Drobeta Turnu Severin,Teamland,"['Achizitii - Logistica - Aprovizionare', 'Retail - Comert', 'Vanzari']",full-time ,1 - 5 ani experienta,['Drobeta Turnu-Severin'],09.04.2024,  On-site
Director Adjunct Magazin Beauty Drobeta Turnu Severin,Teamland,"['Resurse Umane - Psihologie', 'Retail - Comert', 'Vanzari']",full-time ,1 - 5 ani experienta,['Drobeta Turnu-Severin'],09.04.2024,  On-site
Internship Platit Inginer SSM,Teamland,['Productie'],full-time ,Student/Absolvent,['BUCURESTI'],09.04.2024,  On-site
Responsabil Tehnic/Administrator cladire,Teamland,"['Achizitii - Logistica - Aprovizionare', 'Secretariat - Administrativ', 'Transporturi']",full-time ,0 - 1 an experienta,"['BUCURESTI', ' Chitila']",09.04.2024,  On-site
Operator calculator logistica,Teamland,"['Achizitii - Logistica - Aprovizionare', 'Constructii', 'Productie']",full-time ,0 - 1 an experienta,['Ploiesti'],09.04.2024,  On-site
Director Magazin-Targoviste,Teamland,"['Retail - Comert', 'Vanzari']",full-time ,1 - 5 ani experienta,['Targoviste'],09.04.2024,  On-site
Controlor Calitate Constructii,Teamland,"['Constructii', 'Controlul calitatii', 'Productie']",full-time ,0 - 1 an experienta,['Ploiesti'],09.04.2024,  On-site
Team Manager-Targoviste,Teamland,"['Management Trainee', 'Retail - Comert', 'Secretariat - Administrativ']",full-time ,1 - 5 ani experienta,['Targoviste'],09.04.2024,  On-site
Inginer Constructii Ploiesti,Teamland,"['Constructii', 'Controlul calitatii', 'Productie']",full-time ,0 - 1 an experienta,['Ploiesti'],09.04.2024,  On-site
"Inginer Constructii Civile,Industriale,Agricole-Ploiesti",Teamland,"['Constructii', 'Productie']",full-time ,0 - 1 an experienta,['Ploiesti'],09.04.2024,  On-site
Brand & Events Coordinator,Evolve today,['Marketing'],full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Operator call center colectare creante,Personnel Outsourcing,['Customer support - Client service'],full-time ,0 - 1 an experienta,['BUCURESTI'],09.04.2024,  On-site
Coordonator Magazin,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Project Manager,METRO Romania,"['Management - Consulting', 'Retail - Trade']",full-time,Student/Graduate,['BUCHAREST'],09.04.2024,  On-site
IT Application Support Specialist,METRO Romania,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Key Account Manager HoReCa,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,1 - 5 years of experience,['Constanta'],09.04.2024,  On-site
Picker (pregatire comenzi),METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Lucrator Comercial/Picker - METRO Craiova,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,Student/Graduate,['Craiova'],09.04.2024,  On-site
Coordonator Platforma Produse Proaspete,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,Student/Graduate,['Stefanestii de Jos'],09.04.2024,  On-site
Agent Vanzari Clienti HoReCa_METRO BANEASA,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Lucrator comercial Produse Alimentare Proaspete_METRO Ploiesti,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,1 - 5 years of experience,['Ploiesti'],09.04.2024,  On-site
Agent Vanzari Clienti HoReCa_METRO Militari,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Lucrator comercial cu atributii de casier_METRO Militari,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Lucrator comercial cu atributii de casier _METRO Constanta 1,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,1 - 5 years of experience,['Constanta'],09.04.2024,  On-site
Picker (pregatire comenzi)_METRO Constanta 1,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,1 - 5 years of experience,['Constanta'],09.04.2024,  On-site
Lucrator comercial cu atributii de casier_METRO Timisoara 1,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,Student/Graduate,['Timisoara'],09.04.2024,  On-site
Agent Achizitie Clienti,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,Student/Graduate,['BUCHAREST'],09.04.2024,  On-site
Agent Vanzari Clienti HoReCa_METRO Buzau,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,1 - 5 years of experience,['Buzau'],09.04.2024,  On-site
Lucrator comercial cu atributii de casier_METRO Pallady,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,Student/Graduate,['BUCHAREST'],09.04.2024,  On-site
ASM Horeca_METRO Bucuresti,METRO Romania,"['Management - Consulting', 'Marketing', 'Retail - Trade']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Lucrator Comercial/Picker - METRO Buzau,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,Student/Graduate,['Buzau'],09.04.2024,  On-site
Lucrator comercial/Picker_METRO Timisoara 1,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,Student/Graduate,['Timisoara'],09.04.2024,  On-site
Manager Arie Horeca_METRO Suceava,METRO Romania,"['Retail - Trade', 'Administrative Assistance']",full-time,1 - 5 years of experience,['Suceava'],09.04.2024,  On-site
Agent Vanzari B2B_METRO Galati,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,Student/Graduate,['Galati'],09.04.2024,  On-site
Agent Vanzari Clienti HoReCa_METRO Bacau,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,1 - 5 years of experience,['Bacau'],09.04.2024,  On-site
Lucrator comercial cu atributii de casier,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,Student/Graduate,['BUCHAREST'],09.04.2024,  On-site
Picker (pregatire comenzi)_METRO Pallady,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,Student/Graduate,['BUCHAREST'],09.04.2024,  On-site
Lucrator comercial raion Ultra Fresh_Metro Constanta 1,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,1 - 5 years of experience,['Constanta'],09.04.2024,  On-site
Lucrator comercial cu atributii de casier- METRO Deva,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,Student/Graduate,['Deva'],09.04.2024,  On-site
Inspector Calitate - Platforma Stefanesti,METRO Romania,"['Quality Control', 'IT Hardware', 'Retail - Trade']",full-time,Student/Graduate,['Stefanestii de Jos'],09.04.2024,  On-site
Lucrator comercial - raion Non-food METRO Sibiu,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,Student/Graduate,['Sibiu'],09.04.2024,  On-site
"Agent vanzari solutii digitale_METRO Iasi, Bacau, Suceava",METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,1 - 5 years of experience,['Suceava'],09.04.2024,  On-site
Consilier Vanzari Expert Departament Livrari,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,1 - 5 years of experience,['Paulesti'],09.04.2024,  On-site
Agent Vanzari Clienti Revanzatori_METRO Voluntari,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,Student/Graduate,['Voluntari'],09.04.2024,  On-site
Picker (culegator marfa)_METRO Voluntari,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,1 - 5 years of experience,['Voluntari'],09.04.2024,  On-site
Lucrator comercial cu atributii de casier_METRO Voluntari,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,1 - 5 years of experience,['Voluntari'],09.04.2024,  On-site
Picker/Lucrator Comercial,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,Student/Graduate,['Galati'],09.04.2024,  On-site
Lucrator Comercial Raion Produse Alimentare Uscate-Metro Sibiu,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,Student/Graduate,['Sibiu'],09.04.2024,  On-site
Sous Chef,METRO Romania,"['Others', 'Retail - Trade']",full-time,Student/Graduate,['BUCHAREST'],09.04.2024,  On-site
Lucrator comercial cu atributii de casier_METRO Bacau,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,Student/Graduate,['Bacau'],09.04.2024,  On-site
Picker/Lucrator Comercial Metro Sibiu,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,Student/Graduate,['Sibiu'],09.04.2024,  On-site
Agent Vanzari B2B_ Oras Slatina,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,Student/Graduate,['Slatina'],09.04.2024,  On-site
Lucrator comercial cu atributii de casier- METRO Targu Mures,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,Student/Graduate,['Targoviste'],09.04.2024,  On-site
Internship - Legal Department,METRO Romania,"['Legal Services', 'Retail - Trade']",stagiu de internship,Student/Graduate,['BUCHAREST'],09.04.2024,  On-site
Picker (pregatire comenzi)_METRO Voluntari,METRO Romania,"['Acquisitions - Logistics - Supplies', 'Retail - Trade', 'Sales ']",full-time,1 - 5 years of experience,['Voluntari'],09.04.2024,  On-site
Department Assistant,METRO Romania,"['Retail - Trade', 'Administrative Assistance']",full-time,Student/Graduate,['BUCHAREST'],09.04.2024,  On-site
Lucrator Comercial Raion Carne METRO Brasov 1 (Ghimbav),METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,Student/Graduate,['Ghimbav'],09.04.2024,  On-site
Internship - Buying (Dry Food),METRO Romania,"['Acquisitions - Logistics - Supplies', 'Retail - Trade', 'Sales ']",stagiu de internship,Student/Graduate,['BUCHAREST'],09.04.2024,  On-site
Technical Support Specialist,METRO Romania,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,Student/Graduate,['BUCHAREST'],09.04.2024,  On-site
Operator Tntretinere si Reparatii_METRO Oradea,METRO Romania,"['Others', 'Retail - Trade']",full-time,Student/Graduate,['Oradea'],09.04.2024,  On-site
IT - Application Support Specialist,METRO Romania,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Agent vanzari solutii digitale_METRO Constanta,METRO Romania,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",full-time,1 - 5 years of experience,['Constanta'],09.04.2024,  On-site
